,L1_Unhatched_2,L1_Unhatched_3,L1_Unhatched_4,L1_Unhatched_5,L1_Unhatched_6,L1_Hatched_1,L1_Hatched_2,L1_Hatched_3,L1_3hr_2,L1_3hr_3,L1_3hr_4,L1_3hr_6,L1_24hr_1,L1_24hr_2,L1_24hr_3,L1_24hr_4,L1_24hr_5,L1_24hr_6,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6
TMUE_2000008744.1,162,42,380,166,55,16,69,10,0,15,12,5,0,5,5,8,0,10,51,26,25,32,23,10
TMUE_2000008744.2,358,160,75,70,56,70,0,77,5,26,20,7,7,43,84,10,0,42,31,34,17,41,81,31
TMUE_2000008745.1,26,27,69,24,9,9,0,6,5,4,7,0,0,1,10,2,2,11,17,15,18,17,18,16
TMUE_2000008746.1,1,4,180,25,18,4,5,17,9,3,0,7,0,3,2,4,4,2,30,25,173,19,33,145
TMUE_2000008748.1,7,23,30,5,0,1,6,0,0,0,0,2,0,5,4,0,0,0,0,4,26,12,0,12
TMUE_2000008749.1,663,353,378,376,291,151,11,324,94,132,171,30,42,222,353,96,42,192,682,568,160,396,625,118
TMUE_2000008750.1,2,3,3,3,2,2,0,2,0,3,1,0,0,10,3,0,0,2,3,5,3,2,4,3
TMUE_2000008751.1,20,12,45,24,13,8,0,17,0,6,6,3,1,15,15,8,2,4,103,65,17,65,50,14
TMUE_2000008752.1,333,226,163,178,148,75,0,200,5,13,29,6,35,12,22,20,2,30,116,64,14,59,81,11
TMUE_2000008753.1,3,21,79,3,29,0,5,3,6,7,0,0,0,0,2,5,2,0,2,2,58,4,10,50
TMUE_2000008754.1,50,18,231,95,77,12,12,11,0,18,7,0,8,6,5,12,2,9,47,64,57,71,20,48
TMUE_2000008755.1,39,19,168,33,34,3,8,0,10,13,0,0,0,0,3,1,4,3,7,20,36,13,7,38
TMUE_2000008756.1,31,21,287,17,6,1,19,13,4,2,3,2,0,0,3,9,6,1,2,5,52,4,2,60
TMUE_2000008757.1,629,505,561,845,508,184,32,465,6,34,83,34,62,110,52,53,24,124,648,564,56,186,256,70
TMUE_2000008758.1,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TMUE_2000008760.1,7,1,15,10,8,5,0,3,0,0,0,1,0,1,7,0,0,2,0,2,18,4,8,29
TMUE_2000008761.1,6,3,9,6,3,1,0,11,0,1,9,0,0,0,0,0,1,2,6,1,2,10,1,9
TMUE_2000008762.1,0,5,2,3,26,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
TMUE_2000008763.1,0,0,1,0,6,0,0,0,0,1,0,0,2,0,0,0,0,3,0,9,0,5,7,2
TMUE_2000008764.1,19,15,48,13,2,0,1,0,2,5,1,3,2,3,10,0,2,0,4,20,17,18,9,18
TMUE_2000008765.1,0,0,11,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,4,2
TMUE_2000008766.1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
TMUE_2000008767.1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TMUE_2000008768.1,1,0,2,13,1,0,1,0,0,0,0,3,0,0,0,0,0,0,3,26,59,27,32,76
TMUE_2000008769.1,111,86,196,102,44,31,2,66,8,34,96,9,50,139,118,61,15,58,344,181,259,146,178,250
TMUE_2000008770.1,4,0,25,13,0,1,0,1,0,4,9,0,0,2,4,4,0,6,11,9,5,11,15,1
TMUE_2000008771.1,144,114,289,94,134,38,14,23,0,3,5,4,2,11,14,7,2,28,64,45,69,40,102,73
TMUE_2000008772.1,1,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,3
TMUE_2000008773.1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,7,5,3,1,3
TMUE_2000008776.1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
TMUE_2000008777.1,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_2000008778.1,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,3
TMUE_2000008779.1,4,1,107,9,5,0,3,1,0,3,1,0,0,11,4,0,0,2,7,5,30,2,7,32
TMUE_2000008780.1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,3
TMUE_2000008781.1,33,6,107,78,42,31,6,12,28,5,6,3,6,32,27,10,6,5,47,41,47,50,42,41
TMUE_2000008782.1,0,1,13,2,0,1,0,0,0,3,0,0,2,1,8,1,0,1,5,3,7,3,1,3
TMUE_2000008783.1,27,10,75,27,43,18,10,5,0,24,3,3,0,15,14,4,2,4,9,15,142,17,18,92
TMUE_2000008784.1,249,114,359,120,48,258,38,33,107,268,262,17,20,293,488,50,26,250,23,52,193,208,222,83
TMUE_2000008785.1,60,26,38,18,5,24,3,4,0,3,5,11,0,0,3,0,1,0,2,21,58,45,65,37
TMUE_2000008786.1,0,2,9,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,9,79,11,7,43
TMUE_2000008787.1,35,9,24,32,7,3,1,1,0,1,4,3,2,12,8,1,2,1,39,54,21,41,59,27
TMUE_2000008788.1,0,0,2,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_2000008788.2,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4
TMUE_2000008788.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,75,32,45,123,26
TMUE_2000008788.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
TMUE_2000008788.5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,7,7
TMUE_2000008788.6,3,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
TMUE_2000008788.7,6,0,4,37,20,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,43,0,6,13
TMUE_2000008789.1,173,122,67,242,50,56,8,28,6,19,36,3,17,52,66,20,5,54,63,188,25,111,210,16
TMUE_2000008789.2,101,47,51,60,27,17,0,39,7,28,42,8,4,6,24,9,2,8,26,34,4,21,21,0
TMUE_2000008790.3,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
TMUE_2000008791.1,1,3,14,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
TMUE_2000008792.1,27,4,24,33,38,8,0,6,0,2,3,1,2,11,10,5,1,7,58,63,6,42,22,2
TMUE_2000008793.1,376,417,2096,228,175,72,91,107,48,74,22,24,39,56,47,66,25,28,54,54,270,35,80,217
TMUE_2000008794.1,24,18,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,2
TMUE_2000008795.1,540,188,471,261,131,96,33,60,10,30,23,5,24,58,118,9,11,40,63,103,81,121,198,85
TMUE_2000008796.1,11,10,89,3,9,0,3,4,0,1,0,0,2,3,5,0,0,0,1,0,14,0,2,10
TMUE_2000008797.1,39,15,21,40,9,17,3,16,7,2,23,13,12,34,42,20,5,42,30,31,3,32,44,4
TMUE_2000008798.1,95,52,203,52,33,27,22,26,15,15,15,5,5,89,77,39,19,54,77,97,224,75,103,191
TMUE_2000008799.1,209,90,99,154,53,75,4,89,11,13,22,12,32,36,24,27,15,16,82,99,47,87,98,71
TMUE_2000008800.1,336,222,265,317,238,137,10,161,0,75,75,35,66,233,183,95,20,137,221,537,172,500,514,90
TMUE_2000008800.2,198,199,114,192,62,67,23,24,25,48,79,29,0,68,80,0,20,55,153,41,133,184,160,223
TMUE_2000008801.1,2,2,8,4,4,0,0,3,2,0,2,0,0,0,0,0,0,3,0,1,0,0,1,1
TMUE_2000008802.1,198,53,155,110,47,44,1,41,21,32,49,3,74,91,129,27,13,74,244,159,16,100,214,8
TMUE_2000008803.1,113,39,125,157,55,52,1,38,12,13,68,16,20,76,47,25,17,44,275,249,22,240,170,24
TMUE_2000008804.1,266,242,126,286,131,108,2,213,11,40,99,45,83,192,186,132,36,156,913,910,32,907,369,26
TMUE_2000008805.1,397,124,1159,415,113,100,56,81,34,24,51,19,17,51,88,52,29,58,156,125,356,144,116,455
TMUE_2000008806.1,260,87,142,193,52,50,6,59,31,59,200,44,103,209,229,106,42,171,852,571,40,545,406,32
TMUE_2000008807.1,113,54,406,66,40,36,40,30,10,15,26,2,0,20,16,4,4,11,15,13,61,6,14,58
TMUE_2000008808.1,137,111,100,238,155,37,4,58,25,52,72,21,38,66,75,52,15,222,430,978,77,372,482,47
TMUE_2000008809.1,63,125,83,90,20,19,0,24,7,3,0,0,1,0,0,0,0,10,0,46,2,0,0,0
TMUE_2000008809.2,110,52,612,33,76,50,30,19,14,15,0,2,7,0,9,6,20,0,9,11,171,18,2,128
TMUE_2000008809.3,548,343,80,221,139,129,0,92,3,0,42,6,0,37,56,3,0,0,130,50,5,80,167,15
TMUE_2000008809.4,37,0,12,23,2,0,0,0,0,62,6,1,0,6,0,0,0,0,10,4,0,0,0,0
TMUE_2000008810.1,2,0,14,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,58,67,112,47,93,83
TMUE_2000008811.1,139,112,183,98,50,61,7,36,0,8,7,0,0,10,10,7,3,7,48,21,15,21,34,15
TMUE_2000008812.1,82,75,172,188,86,40,7,66,4,8,16,6,11,22,18,20,7,22,218,246,26,180,95,26
TMUE_2000008813.1,7,4,150,14,10,0,2,5,2,2,8,2,4,5,10,6,5,12,6,4,21,8,4,21
TMUE_2000008814.1,86,41,40,35,26,15,7,22,6,34,36,22,13,47,33,24,10,47,86,54,25,46,51,15
TMUE_2000008815.1,199,220,165,182,94,73,6,91,4,18,25,8,1,5,10,11,0,12,8,4,60,13,25,18
TMUE_2000008817.1,12,14,304,31,13,7,51,4,14,0,1,0,0,5,16,8,0,15,6,1,173,16,22,133
TMUE_2000008818.1,136,54,70,71,32,45,5,18,0,4,7,2,4,12,8,4,7,10,21,32,10,32,32,4
TMUE_2000008819.1,37,11,16,46,20,10,10,20,0,5,2,2,19,12,4,5,2,11,24,44,16,56,65,32
TMUE_2000008820.1,29,18,68,17,9,9,0,11,4,1,2,5,2,19,5,8,5,10,79,49,31,48,34,39
TMUE_2000008821.1,7,4,23,20,8,6,2,15,2,3,6,1,2,0,2,2,2,2,4,2,2,5,2,2
TMUE_2000008822.1,7,2,27,4,6,0,0,2,0,6,1,2,0,0,1,0,0,0,2,1,1,2,8,2
TMUE_2000008823.1,41,0,14,15,0,20,0,12,0,5,8,0,0,0,5,5,4,7,7,0,0,5,0,0
TMUE_2000008823.2,0,28,37,0,4,1,3,0,10,0,0,0,0,8,10,0,0,0,0,15,0,27,14,7
TMUE_2000008823.3,7,10,37,28,5,0,0,0,0,0,16,0,0,0,0,0,3,0,39,5,19,0,0,10
TMUE_2000008824.1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_2000008825.1,221,140,190,160,66,50,19,31,21,23,0,5,8,58,20,30,2,10,227,153,115,81,216,135
TMUE_2000008826.1,29,57,110,21,5,1,2,3,0,3,0,2,0,2,0,6,4,3,28,30,81,33,26,101
TMUE_2000008827.1,683,409,203,312,134,137,0,212,43,75,78,24,13,76,52,17,6,76,142,103,0,44,59,7
TMUE_2000008828.1,66,36,0,0,0,4,2,0,1,0,0,0,0,0,11,6,0,15,0,0,0,6,1,4
TMUE_2000008829.1,4,7,74,4,3,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,20,2,0,26
TMUE_2000008830.1,265,66,154,47,21,41,8,5,0,9,2,1,3,32,37,2,1,22,3,7,16,13,25,18
TMUE_2000008831.1,1,2,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
TMUE_2000008832.1,12,9,10,8,7,2,0,8,0,1,0,0,0,0,2,2,0,0,10,6,2,4,4,2
TMUE_2000008833.1,878,490,405,548,266,190,20,292,55,86,97,35,54,94,166,56,26,66,300,181,76,160,200,72
TMUE_2000008834.1,3,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TMUE_2000008835.1,447,555,156,266,606,146,9,183,31,74,3,0,0,84,148,29,55,52,199,381,198,172,338,0
TMUE_2000008836.1,32,16,52,20,24,2,4,10,3,0,0,1,0,1,10,2,2,4,230,132,130,89,96,129
TMUE_2000008837.1,2,4,6,1,5,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,6
TMUE_2000008838.1,236,213,374,90,68,43,65,181,19,24,18,10,0,67,76,36,8,22,224,83,142,62,87,69
TMUE_2000008839.1,318,178,184,236,196,118,12,172,11,30,28,18,16,24,45,14,8,30,334,218,18,97,150,16
TMUE_2000008841.1,0,0,20,0,2,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,1,0,7,7
TMUE_2000008842.1,36,69,416,64,51,28,25,117,20,16,51,0,77,37,56,27,0,48,248,122,108,72,79,98
TMUE_2000008842.2,395,355,239,495,205,152,0,162,19,88,49,34,78,193,125,104,52,97,555,469,30,248,394,51
TMUE_2000008843.1,186,99,283,395,184,102,3,108,21,124,147,71,32,151,111,45,22,94,94,135,13,105,107,22
TMUE_2000008844.1,2,0,0,1,0,3,0,0,0,0,8,0,1,0,0,0,0,0,3,5,4,5,14,3
TMUE_2000008845.1,84,9,210,148,8,21,20,21,1,0,1,9,4,14,58,25,6,47,520,400,429,207,253,478
TMUE_2000008846.1,8,7,26,7,7,1,3,4,0,0,2,2,0,6,1,1,0,4,4,8,2,3,10,6
TMUE_2000008847.1,283,301,265,274,179,91,9,313,40,51,63,16,26,117,122,63,23,89,420,207,26,80,232,32
TMUE_2000008848.1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
TMUE_2000008849.1,2,1,35,5,6,0,1,0,0,0,2,0,0,5,0,0,2,1,1,1,16,2,1,10
TMUE_2000008850.1,3,0,0,3,2,2,0,0,0,0,0,0,0,2,5,0,0,0,30,28,16,77,34,7
TMUE_2000008851.1,5,0,0,10,0,0,0,3,0,0,1,0,0,1,0,0,0,0,17,30,15,27,40,10
TMUE_2000008852.1,2,3,14,5,7,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,3,4,3
TMUE_2000008853.1,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TMUE_2000008854.1,12,7,73,15,11,3,0,2,0,6,1,0,0,6,9,1,0,1,1,1,2,1,0,2
TMUE_2000008855.1,163,109,176,174,80,56,5,131,21,48,67,12,31,69,81,38,17,51,461,302,61,177,260,67
TMUE_2000008856.1,126,55,162,200,95,38,25,67,21,10,21,21,11,59,45,61,27,58,241,192,238,80,156,288
TMUE_2000008857.1,0,0,5,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,1,4,1,0,0
TMUE_2000008858.1,26,16,22,17,3,4,0,2,28,4,3,0,17,47,84,29,3,28,65,36,10,65,112,2
TMUE_2000008859.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,3,0,4,4,0
TMUE_2000008860.1,12,1,23,7,0,2,0,2,4,0,2,0,0,2,13,6,0,2,1,7,2,10,13,3
TMUE_2000008861.1,1991,651,1296,825,443,726,41,770,87,75,175,42,12,90,28,24,11,36,571,318,165,243,229,137
TMUE_2000008862.1,613,239,175,426,106,124,7,247,13,59,72,4,13,90,100,37,16,40,160,139,11,90,126,8
TMUE_2000008862.2,115,19,97,60,22,30,0,42,0,17,7,0,18,0,0,0,0,20,51,31,0,28,36,0
TMUE_2000008863.1,248,110,418,177,87,46,23,70,27,53,58,39,60,133,170,70,28,119,203,134,169,114,187,155
TMUE_2000008864.1,169,76,383,131,50,72,18,48,66,32,28,7,4,6,23,4,4,12,110,106,36,96,58,28
TMUE_2000008864.2,2,0,5,0,0,0,1,0,0,2,4,6,0,0,0,0,0,1,6,8,2,10,7,1
TMUE_2000008865.1,1045,657,350,561,409,263,30,504,16,83,86,37,25,166,212,70,48,104,406,437,213,232,304,173
TMUE_2000008867.1,198,72,140,71,144,69,0,55,25,31,46,12,27,18,78,41,8,95,147,152,16,74,164,31
TMUE_2000008868.1,90,88,154,125,39,111,10,96,0,19,0,0,0,16,29,0,0,16,16,20,4,0,7,9
TMUE_2000008868.2,223,186,116,140,147,0,10,0,5,6,20,2,9,38,21,30,2,37,73,104,23,87,121,27
TMUE_2000008869.1,2,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2
TMUE_2000008870.1,250,342,1809,259,535,83,176,96,63,28,41,15,33,134,82,48,32,240,33,82,1013,101,157,1043
TMUE_2000008870.2,166,0,85,69,0,17,3,46,17,22,89,44,103,203,203,119,77,121,72,59,37,77,61,8
TMUE_2000008871.1,399,110,167,162,98,181,12,63,41,12,69,8,0,26,10,4,1,12,43,58,31,84,65,25
TMUE_2000008872.1,13,19,22,27,5,6,0,10,0,1,2,0,11,14,35,12,3,24,65,47,10,31,43,15
TMUE_2000008874.1,154,83,30,51,71,4,16,30,0,8,9,4,4,24,15,0,2,13,35,28,9,18,34,5
TMUE_2000008875.1,144,166,382,88,51,17,12,13,16,11,11,5,0,3,13,2,5,8,5,2,109,17,31,71
TMUE_2000008876.1,670,344,822,360,204,110,50,74,39,131,93,10,37,170,237,49,21,153,91,178,256,223,376,260
TMUE_2000008877.1,0,2,2,2,0,0,0,0,0,2,0,0,0,1,9,0,0,7,0,1,0,2,4,1
TMUE_2000008878.1,1734,555,338,535,150,314,60,66,25,62,81,24,11,928,1200,7,12,885,226,1948,488,3679,3232,576
TMUE_2000008879.1,117,43,133,84,23,29,8,59,18,15,11,0,0,5,25,0,17,51,47,144,77,26,132,72
TMUE_2000008879.2,65,106,198,48,87,23,1,0,14,0,8,7,10,9,24,6,5,17,123,76,49,17,70,64
TMUE_2000008879.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,12
TMUE_2000008879.4,0,0,14,4,1,3,0,16,0,7,0,6,16,0,0,9,0,8,341,119,16,48,42,4
TMUE_2000008879.5,5,11,61,2,2,2,2,0,0,12,0,0,0,0,0,0,0,0,26,4,58,0,4,56
TMUE_2000008880.1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
TMUE_2000008881.1,309,206,276,278,120,88,19,104,45,24,60,15,15,52,68,26,16,54,245,216,92,194,150,87
TMUE_2000008882.1,324,259,322,143,231,63,97,242,20,26,24,5,2,12,24,11,14,40,117,116,411,73,115,214
TMUE_2000008883.1,629,432,429,356,311,219,15,148,53,58,42,17,31,68,76,24,6,128,118,185,121,166,297,90
TMUE_2000008884.1,76,174,640,130,140,58,45,33,27,13,17,15,18,67,62,23,20,67,366,704,303,649,795,303
TMUE_2000008885.1,240,179,566,273,51,69,18,37,30,95,82,3,9,86,30,0,13,16,163,87,36,63,89,50
TMUE_2000008885.2,226,321,310,260,353,60,0,109,24,55,52,0,10,30,55,18,9,42,77,85,21,33,91,6
TMUE_2000008886.1,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMUE_2000008887.1,72,30,122,50,52,14,2,15,10,7,10,0,0,0,0,5,0,7,5,19,25,10,20,8
TMUE_2000008888.1,406,697,337,396,1230,127,4,580,66,107,55,6,11,88,85,45,0,106,322,411,84,137,321,45
TMUE_2000008890.1,3,0,0,0,2,2,0,3,1,0,0,0,0,1,0,1,1,3,3,5,2,8,8,5
TMUE_2000008891.1,165,41,93,73,18,31,2,5,0,20,11,0,14,26,40,8,1,42,17,8,1,15,23,13
TMUE_2000008892.1,743,448,282,293,199,293,7,119,7,135,132,20,117,1226,1413,94,119,1303,324,2428,279,2069,2907,291
TMUE_2000008892.2,35,24,118,71,32,15,4,24,16,8,23,8,4,27,12,8,0,8,23,12,47,39,28,8
TMUE_2000008893.1,0,1,59,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0
TMUE_2000008894.1,2,2,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
TMUE_2000008895.1,186,277,538,68,17,74,63,50,0,120,31,21,0,127,67,0,0,195,90,128,932,151,413,713
TMUE_2000008895.2,1497,487,9135,939,522,424,510,954,327,146,156,85,128,80,227,187,165,0,408,272,840,132,60,666
TMUE_2000008895.3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_2000008895.4,359,445,1856,365,357,64,23,48,75,0,16,0,0,44,25,74,25,30,86,105,24,25,71,24
TMUE_2000008897.1,173,112,392,141,66,31,11,71,9,74,44,8,16,40,54,44,16,35,163,111,93,60,72,105
TMUE_2000008898.1,511,217,184,293,120,171,18,89,27,94,104,7,39,212,249,65,22,152,222,304,81,358,449,65
TMUE_2000008899.1,918,695,591,1471,766,385,8,681,126,307,741,165,510,1167,923,711,295,995,6898,7014,222,5098,3050,392
TMUE_2000008900.1,20,4,42,17,9,9,1,2,0,25,27,2,73,206,228,108,21,204,120,109,129,194,155,68
TMUE_2000008901.1,44,46,29,58,14,25,1,21,0,5,7,1,8,37,30,8,3,32,70,104,3,115,52,1
TMUE_2000008902.1,0,0,31,0,0,0,0,0,19,29,27,25,27,40,21,36,0,2,59,0,0,38,50,12
TMUE_2000008902.2,242,200,188,330,141,83,5,80,0,156,100,0,22,293,302,22,29,172,261,438,45,367,594,33
TMUE_2000008903.1,10,21,33,42,18,4,0,12,12,7,0,0,1,4,12,3,0,6,22,15,3,14,17,7
TMUE_2000008903.2,3,0,0,5,0,2,0,4,0,0,6,0,0,4,0,0,0,0,35,11,0,4,2,0
TMUE_2000008904.1,87,46,47,147,37,12,3,38,4,44,61,2,27,77,44,45,13,62,152,248,27,346,113,54
TMUE_2000008905.1,177,180,169,276,117,42,80,36,11,21,4,7,4,31,31,2,2,41,53,50,25,32,66,25
TMUE_2000008906.1,3,26,36,32,70,0,1,11,2,5,3,3,1,8,16,6,3,12,17,30,68,9,9,46
TMUE_2000008907.1,0,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TMUE_2000008909.1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0
TMUE_2000008910.1,112,52,52,128,63,30,0,38,22,8,2,0,4,2,28,14,3,29,48,19,29,27,31,11
TMUE_2000008911.1,395,335,425,370,263,100,31,186,12,75,87,15,48,149,149,43,29,119,594,381,144,259,409,134
TMUE_2000008912.1,5,9,1,8,1,7,0,1,3,5,0,0,1,7,0,5,2,7,36,39,12,39,63,2
TMUE_2000008913.1,1,0,36,20,21,6,0,7,4,8,5,0,3,2,0,2,0,0,7,1,1,4,6,1
TMUE_2000008915.1,2,0,72,18,11,3,0,8,5,0,2,2,3,0,1,5,0,3,0,0,8,2,1,8
TMUE_2000008916.1,539,321,306,519,468,144,18,144,18,49,87,9,17,83,80,47,20,105,128,184,38,154,218,18
TMUE_2000008917.1,265,152,98,298,58,88,0,53,8,11,51,11,21,146,108,17,12,87,149,144,8,231,141,7
TMUE_2000008917.2,188,50,68,116,116,74,8,45,0,39,10,0,11,3,30,4,7,33,41,59,32,105,242,40
TMUE_2000008917.3,41,15,23,26,0,0,0,34,6,0,0,0,0,0,0,0,0,0,12,10,0,0,9,0
TMUE_2000008918.1,31,9,14,16,2,0,0,2,0,0,0,1,8,0,0,0,0,0,0,3,2,9,0,3
TMUE_2000008919.1,227,110,272,180,76,27,4,54,16,20,27,16,27,44,62,34,14,50,163,146,98,67,160,125
TMUE_2000008919.2,9,6,30,5,14,0,0,3,0,0,0,0,0,0,0,0,0,0,16,15,4,13,16,0
TMUE_2000008919.3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,31
TMUE_2000008920.1,252,335,194,494,515,130,13,275,49,56,165,44,130,277,196,128,58,298,1068,2653,116,1200,1286,114
TMUE_2000008921.1,7,6,43,14,6,3,2,0,2,4,0,2,0,5,1,3,1,3,7,4,6,9,5,8
TMUE_2000008922.1,8,1,10,1,1,0,0,1,0,8,2,0,0,0,2,0,0,0,3,1,0,2,1,0
TMUE_2000008923.1,558,451,354,437,259,169,29,236,29,23,27,25,18,49,76,17,18,60,178,157,82,166,136,74
TMUE_2000008924.1,3160,1181,1645,1750,772,695,82,829,106,128,154,23,26,115,134,41,22,92,761,487,143,308,409,194
TMUE_2000008925.1,20,6,234,31,12,9,6,1,0,11,4,0,12,24,49,12,8,34,12,27,82,7,21,54
TMUE_2000008926.1,1136,610,414,1006,571,295,18,356,11,62,145,17,61,153,139,37,13,183,218,816,123,920,928,119
TMUE_2000008927.1,65,35,131,48,52,12,0,35,0,31,33,0,0,19,85,0,0,10,72,36,11,53,0,42
TMUE_2000008927.2,466,414,678,389,314,174,27,485,24,50,81,49,79,139,140,163,43,160,322,259,189,71,220,166
TMUE_2000008928.1,58,35,303,121,137,19,14,24,0,2,11,5,1,16,10,15,13,24,28,35,125,18,25,80
TMUE_2000008929.1,871,484,604,1687,838,308,14,529,74,288,659,210,492,1252,1006,848,296,1197,11022,15762,282,10988,6917,435
TMUE_2000008930.1,0,0,4,0,0,0,0,21,55,0,0,115,7,0,52,0,5,0,27,113,16360,162,1105,6230
TMUE_2000008930.2,262,165,170,55,39,16,53,2,5,31,23,10,1,62,45,6,0,106,453,1235,7291,3626,9988,2080
TMUE_2000008931.1,29,4,143,11,4,5,11,1,0,0,1,2,0,0,1,0,0,0,0,0,218,10,7,105
TMUE_2000008932.1,17,5,57,15,25,4,4,7,0,0,5,11,0,9,6,3,1,12,139,994,180,477,446,200
TMUE_2000008933.1,114,101,224,54,54,29,9,24,5,7,6,9,0,25,33,1,10,62,55,95,1119,188,410,695
TMUE_2000008934.1,15,5,21,12,3,3,3,0,0,1,4,2,0,0,0,0,0,0,8,3,6,11,1,5
TMUE_2000008935.1,0,16,15,0,0,0,3,0,3,4,0,71,5,0,6,0,7,0,563,767,2737,3211,3497,2166
TMUE_2000008935.2,93,28,85,0,19,23,0,16,0,0,16,0,0,13,14,8,0,16,1130,1596,0,2050,2923,268
TMUE_2000008935.3,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,372,796,1520,90
TMUE_2000008936.1,41,12,13,27,3,4,1,20,0,0,4,2,3,10,14,4,1,7,27,28,14,28,21,10
TMUE_2000008937.1,10,3,9,7,2,0,0,9,0,0,0,0,2,5,6,1,0,5,13,11,5,13,7,8
TMUE_2000008938.1,26,7,24,20,2,7,0,1,0,0,2,0,0,6,5,1,0,8,4,16,22,9,10,16
TMUE_2000008939.1,7,2,22,13,7,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,8,3,3,6
TMUE_2000008940.1,752,852,1543,575,524,246,73,475,54,121,52,16,32,45,76,28,33,55,366,186,225,99,187,210
TMUE_2000008941.1,247,119,395,266,172,35,14,106,33,13,24,11,17,36,29,33,5,55,392,555,479,228,346,566
TMUE_2000008942.1,50,12,37,18,6,33,0,9,16,1,4,1,0,1,2,1,1,0,237,398,78,291,278,52
TMUE_2000008943.1,446,378,396,889,446,200,14,458,34,79,299,90,109,291,233,190,45,223,1328,1880,75,1270,770,98
TMUE_2000008945.1,16,18,34,17,0,2,2,8,4,0,0,1,0,0,0,0,1,2,0,2,5,2,24,0
TMUE_2000008945.2,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
